longV,bustub,bustub_longV,,diff2
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1.6271456528766173,4.65662646252121,1.9908080035613673,,0.8670642860265092
1.7869580585723228,4.875263911016774,2.1566946274982985,,0.9558229384264267
1.9561818013780798,5.111730616695094,2.3399875348882864,,1.044982657143776
2.132220585453927,5.366725330538789,2.5447868939057923,,1.1355598678165313
2.3162949451690715,5.640946803530476,2.7682575857143368,,1.2257832601475833
2.4066976281083807,5.851702668633306,2.916446641386943,,1.2346489806271448
1.9289743455834125,5.7889177324626395,2.6963254306196434,,0.9628955560550345
1.5260339259515916,4.975714595268535,2.2041699760267752,,-0.03606335763914714
1.5260339259515916,4.757819569640024,2.2041699760267752,,-0.34145962776402516
1.5260339259515916,4.644657289697093,2.2041699760267752,,-0.5033994313561703
1.535148503905257,4.608464458784123,2.212885726443008,,-0.55854603921627
1.5528258600364582,4.6153701783004735,2.2301151724337074,,-0.546824119326212
1.569529386056054,4.622781867357655,2.2489556923714886,,-0.5134230569974001
1.526532885707599,4.396358101945203,2.204604921950461,,-0.6909519474761092
1.2490557901328834,3.9709193603797845,1.8726032690337069,,-1.0193539661821682
1.1247394783290003,3.7537636568957193,1.7253475603294093,,-1.0695069253511633
1.1247394783290003,3.743210238929612,1.7253475603294093,,-0.8702664421435133
1.1247394783290003,3.7239272461412525,1.7253475603294093,,-0.6849786855785704
1.1328059298087378,3.7296101514380195,1.7330151842717139,,-0.5541170453690745
1.1252717301110557,3.7073787560192533,1.7250981235478884,,-0.4735274989676408
1.1252717301110557,3.7073787560192533,1.7250981235478884,,-0.3797996455998569
1.1333381815907932,3.7130616613160203,1.732765747490193,,-0.28400817002660217
1.0668796148363733,3.626689878023853,1.655348414721177,,-0.28014910162032347
0.9560008126488542,3.4711907438872194,1.5228656057396999,,-0.33603903682357705
0.9635432008916278,3.476349585947023,1.5300091664450406,,-0.23836345895797528
0.9780761776010443,3.4873479273531154,1.5440942330139555,,-0.17790814010860734
0.9995270879329383,3.5054172813158173,1.5672833097266023,,-0.13319721319164524
1.035971388379307,3.5366787215415054,1.6070505526776886,,-0.07815647720457664
1.069941105977261,3.5702040290232806,1.6459455561268888,,-0.025906317262827105
1.110154220019897,3.612731784496391,1.692959686307612,,0.03256205045175742
1.1304384940636203,3.644692457130199,1.717689195610057,,0.07398742023785099
0.960379313881399,3.6553953505699295,1.523302002373493,,0.09095894356648682
0.8578855234852953,3.6477433084112874,1.3992636412905954,,0.08907353248245409
0.8578855234852953,3.6477433084112874,1.3992636412905954,,0.08696818944370976
0.8724462367338788,3.662899100552064,1.413026699464313,,0.08446872513208081
0.9008134391700939,3.7058617686143065,1.4404980816195248,,0.10877644173381906
0.9272329813830986,3.745320138445065,1.471191611668901,,0.12638342743845854
0.9684353126721825,3.799310024850151,1.519935648248424,,0.1563830281306191
0.9985696870079098,3.8444199567296993,1.5560454339877057,,0.17522982967930378
0.8610325045352822,3.870628481791297,1.4030164242101035,,0.17401676197025928
0.681924508114604,3.797403362149773,1.1803996069412743,,0.07500197259924501
