longV,bustub,bustub_longV,,diff2
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1.3574043231998842,3.5543882953576733,,,0.5200224472864301
1.5132953435832446,3.790728755789904,,,0.6866044909891476
1.675189772453895,4.040330428505323,,,0.8436219090235224
1.8931404591613243,4.361667590133717,,,1.0504174664280024
2.2086759781435417,4.7986368332319715,,,1.3446775842035104
2.5066224011900236,5.223829355494889,,,1.587984187882158
2.7373607967353673,5.576394445520422,,,1.7214591246318722
2.9245083911074903,5.7206769298400815,,,1.6163044773683897
3.1036950434521597,5.633702102704499,,,1.2705745334336127
3.491993561759245,5.862801642377706,,,1.2572001986422379
3.830011393439583,6.062921025758938,,,1.2066053878633198
4.1762804341148705,6.279607871845376,,,1.1724389609096306
4.472180720837949,6.429807402907466,,,1.0737505803661742
4.655435535711476,5.731264861572911,,,0.136260341591405
4.774127432514981,4.889295414689172,,,-0.8426688324362548
3.621655984934079,4.014375982912486,,,-1.72665412235866
1.8455689635913197,3.0919156434212653,,,-2.52816912459164
1.0991062700535486,2.6846295909069466,,,-2.6870072968960423
1.1056602035492482,2.694381117204707,,,-2.3736510367049695
1.143416315952918,2.7503925543315653,,,-2.0237075010281327
1.2043997602013359,2.8531069452514513,,,-1.6097522013036323
1.275359543892803,2.9831306949940193,,,-1.1587470435103158
1.3375878392730396,3.106766933416825,,,-0.7054630874023742
1.3795872849924713,3.209313748636439,,,-0.27061222523369644
1.4127365298850267,3.3034255093480054,,,0.07569464677151716
1.4368145962613346,3.3819450245725755,,,0.31280115253020435
1.450809124772885,3.4139538979804045,,,0.40805312177202424
1.4594299207813712,3.3908942572355576,,,0.3527896555712635
1.4639398502957126,3.3525936378577113,,,0.24386256956055608
1.475120100020082,3.358736267422566,,,0.18418394706011032
1.487627736823321,3.366527970982632,,,0.131141279311076
1.3968131690696053,3.343673208897557,,,0.056944414652883246
1.126301655789675,3.2309138938715365,,,-0.09186915176349109
0.976727402752912,3.1543794906897404,,,-0.18081825099075877
0.912664764307832,3.1190752070908916,,,-0.21062910879493701
0.770144520735108,3.03261781376713,,,-0.27865147189298733
0.6277847935120029,2.9323560934060477,,,-0.34398047117352437
0.5889517617479952,2.8912779604173062,,,-0.33689882370483026
0.5867270694564307,2.881529512900266,,,-0.2966856415400456
0.5904013767511995,2.8756653592731047,,,-0.2554433826714626
0.598547692755882,2.872928866569204,,,-0.20987278456041736
0.6074435738555595,2.8741590996838715,,,-0.15928264100440703
0.6151599879350744,2.873253795950766,,,-0.11323653381614385
0.6151599879350744,2.873253795950766,,,-0.07747052402406673
0.5940899576079147,2.8711649776743426,,,-0.05144677282659238
0.5747542983862781,2.8695857547989716,,,-0.028234972760308175
0.5468262633436292,2.867844986999651,,,-0.013672534662813263
0.5338851849209427,2.8681039894587683,,,-0.006962421563056598
0.5275048995446276,2.868154754278288,,,-0.004594259647683341
0.5294763793772439,2.8685782025293936,,,-0.0028333355343801436
0.5343317715041963,2.8697362960452204,,,-9.665263441824834E-4
0.5406991783632357,2.8712197072788737,,,8.361419418694283E-4
0.5479592273465331,2.872703118512527,,,0.0026134924160223783
0.559388039099697,2.8749578191262106,,,0.004923260773530114
0.5772935433500423,2.878215691764661,,,0.008010731094436618
0.5977237487327308,2.882429727173259,,,0.01151969509400308
0.6360907608560948,2.894856177990439,,,0.022661748673754367
0.689387528520586,2.9100652052950444,,,0.03516965687928053
0.7537219088179815,2.9263876655192416,,,0.0472959955198502
0.8336214236841891,2.9555208882442785,,,0.07060592712079128
0.9253167441958672,2.9915203803829766,,,0.09791115068800105
1.0047804579129553,3.0221863351682594,,,0.11639869703950811
1.0534325823627817,3.0293645933709863,,,0.10848029245329593
